one-digit ZIP,Year,HPI with 2000 base,Percent change since 2000,HPI year by year percent change since 2000,Percent change since 2010,employment_by_thosands,employment year by year percent change,employment percent change since 2000,employment percent change since 2010
south central,2013,140.99744444444443,40.99744444444445,2.239232861525764,2.5254520614129685,4003.579166666667,2.402659236322169,14.032912995310436,6.878489911236703
south central,2014,146.45555555555555,46.45555555555555,3.871070949276456,6.494285051776681,4107.5125,2.5960104448207177,16.99321932720202,9.653066672599063
south central,2015,151.8331111111111,51.83311111111109,3.67180031864045,10.4045425496417,4186.4875,1.922696522530365,19.242643886802465,11.761362372361038
south central,2016,157.16444444444443,57.16444444444443,3.5113113959917897,14.281189833879882,4219.820833333333,0.7962124175298069,20.192068624420028,12.65122021757026
south central,2017,163.30277777777778,63.30277777777778,3.9056755839602,18.744642362280928,4280.15,1.4296618043617482,21.910408721415624,14.261751685168305
south central,2018,169.86322222222222,69.86322222222222,4.017350184558333,23.515030471375155,4367.827083333334,2.048458192664593,24.407692476580365,16.602355898645214
south central,2019,176.36411111111113,76.36411111111113,3.827131502535708,28.24211311291174,4448.735416666666,1.852370338607523,26.7121836709626,18.762263353429304
south central,2020,182.17655555555555,82.17655555555555,3.2957070505021946,32.46859747648698,4247.839583333333,-4.515796389704374,20.990119455433703,13.399201352583944
western,2000,100.0,0.0,-45.10819479759866,-27.844721841402706,1157.6464285714285,0.0,0.0,-5.738621823455048
western,2001,105.6545205479452,5.6545205479451965,5.6545205479451965,-23.764686811497803,1170.7452380952382,1.131503471226014,1.1315034712260128,-4.672051057361962
western,2002,109.88986301369864,9.88986301369863,4.008671322143265,-20.70866367436422,1165.5464285714286,-0.4440598479194202,0.6824190707130617,-5.0953642024613455
western,2003,113.61410958904108,13.614109589041092,3.389071997367221,-18.02142319861383,1173.0404761904765,0.6429643157358278,1.329771097557354,-4.4851612603041175
western,2004,122.69068493150684,22.69068493150685,7.98895082247888,-11.472195012983008,1207.6845238095236,2.953354834912103,4.322398791472428,-1.664269152326815
western,2005,140.38479452054796,40.38479452054796,14.421722071988595,1.295038978676638,1255.9309523809522,3.994952955034981,8.490029544755725,2.264197033027544
western,2006,157.37849315068493,57.37849315068493,12.105084947536549,13.556889494685713,1306.9238095238095,4.0601640596711785,12.894902732658531,6.416291206873838
western,2007,165.0045205479452,65.00452054794519,4.845660448634859,19.059470775629688,1334.553571428571,2.1141065533750503,15.281621269756062,8.666044993137046
western,2008,160.68575342465752,60.68575342465752,-2.6173629116014285,15.94325234479942,1325.8976190476192,-0.6486028411498257,14.533901398876845,7.961233937946412
western,2009,149.02931506849313,49.02931506849313,-7.254182843054513,7.53251682552358,1245.882142857143,-6.034815587643228,7.621991664121497,1.4459725636472476
western,2010,138.59,38.59,-7.004873546989909,0.0,1228.123809523809,-1.4253622170560254,6.087988457697926,0.0
western,2011,131.2827397260274,31.282739726027387,-5.272573976457617,-5.272573976457621,1243.2392857142856,1.2307778803129832,7.393695953304273,1.2307778803129938
western,2012,131.50602739726028,31.506027397260283,0.1700815139133116,-5.11146013618567,1269.5142857142855,2.113430640578917,9.66338722963156,3.370220157731906
